TERM_REDUCED,SECTION,FREQ
atomic mass evaluation,Keyword,2
atomic weights,Keyword,3
elemental data,Keyword,3
elements,Keyword,6
measurements,Keyword,2
physics,Keyword,19
relative atomic masses,Keyword,2
representative isotopic compositions,Keyword,2
statistical evaluation of isotopic abundances,Keyword,2
subcommittee for isotopic abundance,Keyword,2
biosciences and health,Keyword,16
environment and climate,Keyword,29
visualization research,Keyword,1
nanotechnology,Keyword,1
optical imaging,Keyword,1
computational electromagnetics,Keyword,1
modeling,Keyword,4
dft,Keyword,2
uncertainty,Keyword,1
uq,Keyword,1
exchange-correlation comparison,Keyword,1
k points,Keyword,1
energy precision,Keyword,1
energy,Keyword,24
elastic constants,Keyword,1
energy gap,Keyword,1
bulk modulus,Keyword,1
monte carlo methods,Keyword,1
nanomaterial,Keyword,1
walk on spheres,Keyword,1
cold-formed steel,Keyword,2
shear walls,Keyword,1
fire,Keyword,5
fire following earthquake,Keyword,1
ir spectrum,Keyword,1
inchi,Keyword,1
inchikey,Keyword,1
uv vis spectrum,Keyword,1
boiling point,Keyword,1
chemical data,Keyword,2
chemical structure,Keyword,1
enthalpy,Keyword,4
entropy,Keyword,4
heat capacity,Keyword,3
heat of formation,Keyword,1
ionization potential,Keyword,5
mass spectrum,Keyword,1
gas chromatography,Keyword,2
retention index,Keyword,1
thermochemical data,Keyword,8
thermochemistry,Keyword,6
thermodynamic data,Keyword,7
vapor pressure,Keyword,1
reaction thermochemistry,Keyword,1
electronic and vibrational spectra,Keyword,1
constants of diatomic molecules,Keyword,1
ion energetics,Keyword,1
appearance energy,Keyword,1
electron affinity,Keyword,3
proton affinity,Keyword,1
gas basicity,Keyword,1
thermophysical fluid property data,Keyword,1
sound speed,Keyword,1
buildings,Keyword,3
conformance,Keyword,2
ifc,Keyword,1
bim,Keyword,1
atomic physics,Keyword,10
atomic spectroscopy,Keyword,9
ground state,Keyword,2
ionization energy,Keyword,5
ab initio,Keyword,3
atomization enthalpy,Keyword,2
basis functions,Keyword,2
benchmark data,Keyword,3
benchmarks,Keyword,3
bond angle,Keyword,2
bond length,Keyword,2
cccbdb,Keyword,2
chemistry,Keyword,10
computational chemistry,Keyword,2
dipole moment,Keyword,2
hindered rotor,Keyword,2
homo lumo gap,Keyword,2
ideal gas,Keyword,2
integrated heat capacity,Keyword,2
isomerization enthalpies,Keyword,2
molecular geometry,Keyword,2
molecular polarizability,Keyword,2
molecular vibrations,Keyword,3
point group,Keyword,2
quantum chemistry,Keyword,2
vibration frequencies,Keyword,2
vibrational frequencies,Keyword,2
vibrational frequency,Keyword,2
vibrational zero point energy,Keyword,2
zero-point energies,Keyword,2
automated character recognition,Keyword,3
automated data capture,Keyword,2
image format documentation,Keyword,1
image software,Keyword,1
molecular simulation,Keyword,3
free energy,Keyword,1
flat histogram,Keyword,1
cae,Keyword,1
step,Keyword,2
algorithms,Keyword,2
data structures,Keyword,1
algorithmic techniques,Keyword,1
thermochemical tables,Keyword,1
time,Keyword,1
internet,Keyword,1
internet time service,Keyword,1
coordinated universal time,Keyword,1
utc,Keyword,1
mtconnect,Keyword,1
x-ray computed tomography,Keyword,8
medical phantom,Keyword,5
hounsfield unit,Keyword,5
volume,Keyword,5
shape,Keyword,5
food,Keyword,12
nutrition,Keyword,15
dietary supplements,Keyword,7
standard reference materials,Keyword,10
reference materials,Keyword,6
srm,Keyword,56
rm,Keyword,2
food and nutrition,Keyword,19
ph indicators,Keyword,1
seawater ph,Keyword,1
standard reference data,Keyword,2
critical evaluation,Keyword,1
data compiliation,Keyword,1
thermochemical database,Keyword,1
ab initio thermochemistry,Keyword,1
atomization energies,Keyword,1
bond dissociation energies,Keyword,1
enthalpy of formation,Keyword,1
hydrogen-oxygen species,Keyword,1
thermochemical network,Keyword,1
thermodynamic properties.,Keyword,1
steel beam,Keyword,1
localized fire,Keyword,1
thermal and mechanical behavior,Keyword,1
experimental test,Keyword,1
quantitation,Keyword,1
soxhlet extraction,Keyword,1
balances,Keyword,1
calibration solutions,Keyword,1
liquid density,Keyword,1
pressurized fluid extraction,Keyword,1
practice of liquid chromatography,Keyword,1
troubleshooting liquid chromatography,Keyword,1
volumetric liquid transfer,Keyword,1
liquid concentration,Keyword,1
fiber,Keyword,1
forensics,Keyword,3
msp,Keyword,1
uv-vis,Keyword,1
dyes,Keyword,1
trace evidence,Keyword,1
bell test,Keyword,1
loophole-free,Keyword,1
device-independent,Keyword,1
quantum,Keyword,1
random,Keyword,1
randomness,Keyword,1
random number generator,Keyword,1
statistics,Keyword,4
model-based metrology,Keyword,3
quantum information theory,Keyword,2
quantum tomography,Keyword,2
statistical analysis,Keyword,2
uncertainty quantification,Keyword,2
trapped ion,Keyword,2
polymer,Keyword,1
theory,Keyword,1
liquid-state theory,Keyword,1
polymer nanocomposite,Keyword,1
polymer solution,Keyword,1
x-ray scattering,Keyword,1
software,Keyword,7
tool,Keyword,1
computation,Keyword,3
corr,Keyword,2
reproducible,Keyword,2
version control,Keyword,2
web,Keyword,3
platform,Keyword,2
steel,Keyword,5
constitutive law,Keyword,1
world trade center investigation,Keyword,1
elevated temperature,Keyword,1
assembly,Keyword,2
insertion task,Keyword,1
peg-in-hole experiments,Keyword,1
rigid-body,Keyword,1
registration,Keyword,2
registration error,Keyword,1
target registration error.,Keyword,1
finite-difference time-domain,Keyword,1
fdtd,Keyword,1
electromagnetic simulation,Keyword,1
pattered defect inspection,Keyword,1
defects,Keyword,1
simulation input,Keyword,1
information,Keyword,1
communication,Keyword,1
maintenance,Keyword,2
tribal knowledge,Keyword,1
event sequences,Keyword,1
training,Keyword,1
machine learning,Keyword,32
data cleaning,Keyword,1
prognostics,Keyword,2
diagnostics,Keyword,2
visualization,Keyword,2
decision guidance,Keyword,1
cmms,Keyword,1
scheduling,Keyword,1
nestor,Keyword,1
smart manufacturing,Keyword,6
manufacturing operations,Keyword,1
manufacturing performance,Keyword,1
dimensional metrology,Keyword,2
3d scanners,Keyword,1
point cloud,Keyword,1
sphere segmentation,Keyword,1
documentary standards,Keyword,1
astm e3125,Keyword,1
astm e3125-17,Keyword,1
industrial communication,Keyword,1
factory communication,Keyword,1
industrial control,Keyword,1
cyber-physical systems,Keyword,4
sysml,Keyword,3
cowan,Keyword,1
pc,Keyword,1
windows,Keyword,1
atomic structure,Keyword,1
energy levels,Keyword,2
transition probabilities,Keyword,2
light field cameras,Keyword,1
resolution,Keyword,1
lytro cameras,Keyword,1
plenoptic cameras,Keyword,1
micromagnetic modeling,Keyword,1
nanomagnetics,Keyword,1
finite difference,Keyword,1
simulation,Keyword,2
energy minimization,Keyword,1
landau-lifshitz-gilbert,Keyword,1
stray field,Keyword,1
sparse matrix,Keyword,1
sparse vector,Keyword,1
aga-8,Keyword,3
benedict webb rubin,Keyword,3
cfcs,Keyword,5
excels,Keyword,3
gerg 2004,Keyword,3
gerg 2008,Keyword,3
gibbs,Keyword,3
gruneisen,Keyword,3
hcfcs,Keyword,5
hfcs,Keyword,6
joule-thomson,Keyword,3
lennard jones,Keyword,4
mbwr,Keyword,3
pitzer,Keyword,3
second cross virial coefficient,Keyword,3
acentric factors,Keyword,3
adiabatics,Keyword,3
air,Keyword,5
air conditioning,Keyword,6
air conductivities,Keyword,3
air densities,Keyword,3
air viscosities,Keyword,3
alternative refrigerants,Keyword,5
azeotropes,Keyword,3
binaries,Keyword,3
binary mixtures,Keyword,4
biodiesels,Keyword,3
biofuels,Keyword,3
boiling points,Keyword,3
boilings,Keyword,3
butenes,Keyword,5
calorific values,Keyword,3
chemical engineering,Keyword,6
chemical potentials,Keyword,3
chemicals,Keyword,4
chlorofluorocarbons,Keyword,5
compressed natural gases,Keyword,3
conductivity functions,Keyword,3
cooling equipment,Keyword,5
critical flow factors,Keyword,3
criticals,Keyword,3
cryogen,Keyword,3
cryogenics,Keyword,3
equations of state,Keyword,6
excess values,Keyword,3
extended corresponding states,Keyword,3
fatty acid methyl esters,Keyword,3
fluids,Keyword,8
fluorinated,Keyword,3
freons,Keyword,3
fugacity coefficients,Keyword,3
fundamentals,Keyword,4
gas and oil,Keyword,3
gas phases,Keyword,5
gaseous,Keyword,4
gases,Keyword,8
graphical interfaces,Keyword,3
greenhouse gases,Keyword,9
gross heating values,Keyword,3
heats,Keyword,3
heavy waters,Keyword,4
hydrocarbons,Keyword,7
hydrochlorofluorocarbons,Keyword,6
hydrofluorocarbons,Keyword,4
hydrogen fuel cells,Keyword,3
interaction parameters,Keyword,3
liquid equilibria,Keyword,3
liquified natural gases,Keyword,3
mechanical engineering,Keyword,3
mixtures,Keyword,8
modelings,Keyword,3
molar masses,Keyword,3
natural gases,Keyword,4
net heating values,Keyword,3
normal hydrogens,Keyword,3
nuclear magnetic resonance,Keyword,4
orthohydrogens,Keyword,3
ozone depletions,Keyword,4
parahydrogens,Keyword,3
phase boundaries,Keyword,3
physical,Keyword,4
pseudo pure fluids,Keyword,3
pure fluids,Keyword,3
reference states,Keyword,3
refrigerants,Keyword,7
refrigerations,Keyword,3
saturated,Keyword,3
siloxanes,Keyword,3
sound speeds,Keyword,3
specific heat inputs,Keyword,3
states,Keyword,3
substances,Keyword,3
supercritical co2,Keyword,3
thermal,Keyword,3
thermo chemistry,Keyword,5
thermo physical,Keyword,4
thermodynamic properties,Keyword,8
thermophysical data,Keyword,3
thermophysical properties,Keyword,7
thermophysics,Keyword,6
thermos,Keyword,3
transport equations,Keyword,3
transport properties,Keyword,8
transport property data,Keyword,6
triples,Keyword,3
vapor,Keyword,3
vapor compression cycles,Keyword,4
water densities,Keyword,3
water properties,Keyword,3
water vapor pressures,Keyword,3
fuel-cell,Keyword,1
garage,Keyword,1
hydrogen,Keyword,6
fire experiments,Keyword,1
corner fires,Keyword,1
wall fires,Keyword,1
cabinet fires,Keyword,1
fire models,Keyword,1
natural gas fires,Keyword,1
test,Keyword,3
record,Keyword,2
additive manufacturing,Keyword,16
astm f75,Keyword,1
laser-powder-bed fusion,Keyword,1
yield strength.,Keyword,1
open access,Keyword,4
oar,Keyword,2
public access,Keyword,3
metrics,Keyword,4
public access plan,Keyword,2
residential energy use,Keyword,2
energy conservation,Keyword,2
photovoltaics,Keyword,2
net-zero energy,Keyword,2
heating,Keyword,3
ventilation,Keyword,3
and air conditioning,Keyword,2
water heating,Keyword,2
,Keyword,30
electron back scatter diffraction,Keyword,1
ebsd,Keyword,1
flat field,Keyword,1
background subtraction,Keyword,1
electron beam induced deposition,Keyword,1
ebid,Keyword,1
pt,Keyword,2
w,Keyword,1
partial differential equations,Keyword,1
finite elements,Keyword,1
adaptive mesh refinement,Keyword,1
multigrid,Keyword,1
parallel algorithms,Keyword,1
trustworthiness,Keyword,1
authentication,Keyword,1
authorization,Keyword,1
product data quality (pdq),Keyword,1
model-based enterprise (mbe),Keyword,1
martensitic phase transformation,Keyword,1
texture,Keyword,1
austenitic steels,Keyword,1
reflectometry,Keyword,2
polarized,Keyword,1
bayesian,Keyword,3
roughness,Keyword,2
neutron,Keyword,1
reflectometer,Keyword,1
reduction,Keyword,1
liquid chromatography tandem mass spectrometry,Keyword,1
hormones,Keyword,1
stress,Keyword,2
reproduction,Keyword,1
percent lipid,Keyword,1
cetacean,Keyword,1
interlaboratory study,Keyword,2
uncertainty analysis,Keyword,3
semiconductor metrology,Keyword,1
small angle x-ray scattering,Keyword,1
3.5 ghz,Keyword,10
cbrs,Keyword,11
environmental sensing capability,Keyword,1
radar,Keyword,4
pipeline,Keyword,1
underground,Keyword,1
mineral dust,Keyword,1
scanning electron microscopy,Keyword,1
focused ion-beam tomography,Keyword,2
extinction,Keyword,1
scattering,Keyword,2
back scattering,Keyword,1
quantum dots,Keyword,1
interlaboratory comparisons,Keyword,1
fat-soluble vitamins,Keyword,2
carotenoids,Keyword,1
vitamin c,Keyword,1
human serum,Keyword,1
software performance,Keyword,1
greenhouse gas,Keyword,7
carbon dioxide,Keyword,14
co2,Keyword,7
urban emissions,Keyword,6
carbon monitoring,Keyword,5
atmospheric modeling,Keyword,5
los angeles basin,Keyword,2
megacities,Keyword,2
california,Keyword,2
indianapolis,Keyword,2
indiana,Keyword,2
baltimore,Keyword,2
maryland,Keyword,2
salt lake city,Keyword,2
utah,Keyword,2
fossil fuel,Keyword,5
bottom-up inventory,Keyword,2
methane,Keyword,6
barnett,Keyword,1
wrf-chem,Keyword,1
hysplit,Keyword,1
dispersion,Keyword,1
testing,Keyword,2
datacite,Keyword,1
personal identity verification,Keyword,1
piv,Keyword,1
smart card,Keyword,1
public key infrastructure,Keyword,1
pki,Keyword,1
quantum physics,Keyword,1
quantum enhanced metrology,Keyword,1
squeezing,Keyword,1
sustainable manufacturing,Keyword,1
astm e3012,Keyword,1
information modeling,Keyword,1
manufacturing process models,Keyword,1
systems engineering,Keyword,1
high-temperature,Keyword,1
high-temperature superconducting materials,Keyword,1
high-temperature superconducting materials database,Keyword,1
photonics,Keyword,1
optics,Keyword,1
frequency combs,Keyword,1
julia,Keyword,1
chemometrics,Keyword,1
endmember extraction,Keyword,1
multivariate curve resolution,Keyword,1
spectral unmixing,Keyword,1
hydrogen-deuterium exchange,Keyword,3
hydrogen exchange,Keyword,1
hdx-ms,Keyword,2
interlaboratory comparison,Keyword,1
peptide,Keyword,3
precision,Keyword,3
reference material,Keyword,2
repeatability,Keyword,1
reproducibility,Keyword,3
quantum gate teleportation,Keyword,1
trapped ions,Keyword,1
scalable quantum computing,Keyword,1
conformity assessment,Keyword,1
smart grid,Keyword,2
testing and certification (t&c).,Keyword,1
pubmed central,Keyword,1
pmc,Keyword,1
mutation,Keyword,1
deep mutational scanning,Keyword,1
fitness,Keyword,1
protein,Keyword,4
cybersecurity,Keyword,4
industrial control system,Keyword,3
discrete manufacturing,Keyword,1
robotics,Keyword,5
802.11,Keyword,1
factory communications,Keyword,1
wireless networking,Keyword,1
process control system,Keyword,1
machining,Keyword,1
machine tool,Keyword,1
linear axis,Keyword,1
error motion,Keyword,1
degradation,Keyword,1
accelerometer,Keyword,1
rate gyroscope,Keyword,1
inertial measurement unit,Keyword,1
eigen value,Keyword,2
eigen vector,Keyword,1
maximal trace,Keyword,1
rotation,Keyword,1
singular value decomposition,Keyword,2
document retrieval,Keyword,2
information retrieval,Keyword,2
test collections,Keyword,3
text processing,Keyword,2
text retrieval conferences,Keyword,2
text retrieval,Keyword,2
trec,Keyword,2
focus variation,Keyword,1
in625,Keyword,4
laser powder bed fusion,Keyword,9
nickel super alloy 625,Keyword,4
surface texture,Keyword,1
surface topography,Keyword,1
mobile manipulator,Keyword,1
agv,Keyword,1
robot arm,Keyword,1
optical tracking system,Keyword,1
gps timestamp,Keyword,1
performance measurement,Keyword,1
dynamic programming,Keyword,2
shape analysis,Keyword,2
elastic registration,Keyword,1
adapting strip,Keyword,1
kelp,Keyword,1
arsenosugar,Keyword,1
arsenic species,Keyword,2
inaa,Keyword,1
lc-icp-ms,Keyword,1
identification,Keyword,3
it-tof,Keyword,1
microwave digestion,Keyword,1
cost,Keyword,2
input output,Keyword,1
economics,Keyword,3
labor,Keyword,1
value added,Keyword,1
supply chain,Keyword,1
environmental impact,Keyword,1
environmental sustainability,Keyword,1
qif,Keyword,1
quality,Keyword,1
composite laminate,Keyword,1
flexible composite,Keyword,1
strip tensile testing,Keyword,1
body armor,Keyword,4
aramid,Keyword,2
hydrothermal ageing,Keyword,2
compressors,Keyword,1
ozone depletion,Keyword,1
refrigeration,Keyword,2
please,Keyword,1
ignore,Keyword,1
force fields,Keyword,1
integrated computational materials engineering,Keyword,1
interatomic potentials,Keyword,1
materials genome initiative,Keyword,3
materials modeling,Keyword,1
molecular dynamics,Keyword,3
apparent-equilibrium-constants,Keyword,1
bio-technology-thermodynamics-property,Keyword,1
biological-reaction-energy,Keyword,1
enzyme-catalyzed-reaction,Keyword,1
protein-catalyzed-reaction-energy,Keyword,1
transformed-thermodynamics-property,Keyword,1
digital videos,Keyword,1
nanocalorimeter,Keyword,4
nanocalorimetry,Keyword,4
calibration,Keyword,4
room temperature,Keyword,1
pyrometer,Keyword,1
resistance,Keyword,1
drawing,Keyword,1
solid model,Keyword,1
nist,Keyword,4
microfabrication,Keyword,1
photolithography,Keyword,1
mask,Keyword,2
cesium,Keyword,5
chlorine,Keyword,15
chromium,Keyword,5
cobalt,Keyword,5
columbium,Keyword,4
copernicium,Keyword,4
copper,Keyword,6
curium,Keyword,5
darmstadtium,Keyword,4
database,Keyword,2
deuterium,Keyword,4
doubly-charged,Keyword,1
dubnium,Keyword,4
dysprosium,Keyword,5
einsteinium,Keyword,5
element,Keyword,4
erbium,Keyword,5
europium,Keyword,5
fermium,Keyword,4
flerovium,Keyword,4
fluorine,Keyword,5
francium,Keyword,5
gadolinium,Keyword,5
gallium,Keyword,5
germanium,Keyword,6
gold,Keyword,5
ground states,Keyword,1
hafnium,Keyword,6
hassium,Keyword,4
helium,Keyword,6
holmium,Keyword,5
indium,Keyword,5
iodine,Keyword,5
ionization potentials,Keyword,1
ionization-energies,Keyword,1
ionization-limits,Keyword,1
ionized-atoms,Keyword,1
iridium,Keyword,5
iron,Keyword,6
mendelevium,Keyword,4
mercury,Keyword,20
molybdenum,Keyword,6
multiply-charged,Keyword,1
neodymium,Keyword,5
neon,Keyword,6
neptunium,Keyword,5
neutral,Keyword,1
nickel,Keyword,5
niobium,Keyword,5
nitrogen,Keyword,7
nobelium,Keyword,4
osmium,Keyword,5
oxygen,Keyword,6
palladium,Keyword,5
phosphorus,Keyword,5
platinum,Keyword,6
plutonium,Keyword,5
polonium,Keyword,5
potassium,Keyword,7
praseodymium,Keyword,5
promethium,Keyword,5
protactinium,Keyword,5
quadruply-charged,Keyword,1
radium,Keyword,5
rhenium,Keyword,6
rhodium,Keyword,5
roentgenium,Keyword,4
rubidium,Keyword,5
ruthenium,Keyword,5
rutherfordium,Keyword,4
samarium,Keyword,6
scandium,Keyword,5
seaborgium,Keyword,4
selenium,Keyword,5
silicium,Keyword,4
silicon,Keyword,6
silver,Keyword,6
singly-charged,Keyword,1
sodium,Keyword,5
spectra,Keyword,6
spectral lines,Keyword,1
spectroscopy,Keyword,6
spectrum,Keyword,8
strontium,Keyword,6
sulfur,Keyword,22
sulphur,Keyword,4
tantalum,Keyword,5
technetium,Keyword,5
tellurium,Keyword,6
terbium,Keyword,5
thallium,Keyword,6
thorium,Keyword,5
thulium,Keyword,5
tin,Keyword,5
titanium,Keyword,6
triply-charged,Keyword,1
tritium,Keyword,4
tungsten,Keyword,6
ununbium,Keyword,3
ununhexium,Keyword,3
ununoctium,Keyword,3
ununpentium,Keyword,3
ununquadium,Keyword,3
ununseptium,Keyword,3
ununtrium,Keyword,3
unununium,Keyword,3
uranium,Keyword,4
vanadium,Keyword,6
wavelengths,Keyword,2
xenon,Keyword,5
ytterbium,Keyword,6
yttrium,Keyword,5
zinc,Keyword,5
zirconium,Keyword,5
krypton,Keyword,5
kurchatovium,Keyword,4
lawrencium,Keyword,4
lanthanum,Keyword,6
lead,Keyword,5
lithium,Keyword,5
livermorium,Keyword,4
lutetium,Keyword,5
magnesium,Keyword,6
manganese,Keyword,5
meitnerium,Keyword,4
atomic,Keyword,2
radon,Keyword,5
actinium,Keyword,5
aluminium,Keyword,4
aluminum,Keyword,7
americium,Keyword,5
antimony,Keyword,6
argon,Keyword,6
arsenic,Keyword,6
astatine,Keyword,5
atom,Keyword,5
atomic property,Keyword,4
atomic-ions,Keyword,1
barium,Keyword,7
berkelium,Keyword,5
beryllium,Keyword,5
bismuth,Keyword,5
bohrium,Keyword,5
boron,Keyword,5
bromine,Keyword,5
cadmium,Keyword,5
calcium,Keyword,6
californium,Keyword,5
carbon,Keyword,6
cerium,Keyword,6
auger electron,Keyword,2
auger electron spectroscopy,Keyword,7
auger kinetic energy,Keyword,1
auger parameter,Keyword,1
esca,Keyword,3
xps,Keyword,4
doublet separation,Keyword,1
